Set,Type,Operator,Depot,Livery,Status,Interior,In Service,Gauge,myki
5012,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Thu, 2nd Sep 2004",1435mm Standard gauge,Conduent
5013,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Thu, 2nd Sep 2004",1435mm Standard gauge,Conduent
5014,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Thu, 2nd Sep 2004",1435mm Standard gauge,Conduent
5015,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Thu, 2nd Sep 2004",1435mm Standard gauge,Conduent
5016,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Thu, 2nd Sep 2004",1435mm Standard gauge,Conduent
5017,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Tue, 30th Nov 2004",1435mm Standard gauge,Conduent
5018,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Tue, 30th Nov 2004",1435mm Standard gauge,Conduent
5019,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Tue, 30th Nov 2004",1435mm Standard gauge,Conduent
5020,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Tue, 30th Nov 2004",1435mm Standard gauge,Vix
5021,D2-Class,Yarra Trams,Brunswick,PTV Green,In-Service,Original - M>Tram,"Tue, 30th Nov 2004",1435mm Standard gauge,Conduent
6001,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 4th Nov 2013",1435mm Standard gauge,Vix
6002,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 4th Nov 2013",1435mm Standard gauge,Vix
6003,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,December 2013,1435mm Standard gauge,Vix
6004,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,January 2014,1435mm Standard gauge,Conduent
6005,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,January 2014,1435mm Standard gauge,Vix
6006,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 22nd Dec 2014",1435mm Standard gauge,Vix
6007,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 14th Jul 2014",1435mm Standard gauge,Vix
6008,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 20th Oct 2014",1435mm Standard gauge,Vix
6009,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 4th Aug 2014",1435mm Standard gauge,Vix
6010,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 1st Sep 2014",1435mm Standard gauge,Vix
6011,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 6th Oct 2014",1435mm Standard gauge,Vix
6012,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 24th Nov 2014",1435mm Standard gauge,Vix
6013,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 1st Dec 2014",1435mm Standard gauge,Vix
6014,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 8th Dec 2014",1435mm Standard gauge,Vix
6015,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 15th Dec 2014",1435mm Standard gauge,Vix
6016,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 19th Jan 2015",1435mm Standard gauge,Vix
6017,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 9th Feb 2015",1435mm Standard gauge,Vix
6018,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Tue, 17th Mar 2015",1435mm Standard gauge,Vix
6019,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Tue, 14th Apr 2015",1435mm Standard gauge,Vix
6020,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 27th Apr 2015",1435mm Standard gauge,Vix
6021,E1-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Mon, 4th May 2015",1435mm Standard gauge,Vix
6022,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 20th Apr 2015",1435mm Standard gauge,Vix
6023,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 11th May 2015",1435mm Standard gauge,Vix
6024,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Sun, 21st Jun 2015",1435mm Standard gauge,Vix
6025,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 13th Jul 2015",1435mm Standard gauge,Vix
6026,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 27th Jul 2015",1435mm Standard gauge,Vix
6027,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 17th Aug 2015",1435mm Standard gauge,Vix
6028,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 14th Sep 2015",1435mm Standard gauge,Vix
6029,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 9th Oct 2015",1435mm Standard gauge,Vix
6030,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Wed, 9th Dec 2015",1435mm Standard gauge,Vix
6031,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Wed, 9th Dec 2015",1435mm Standard gauge,Vix
6032,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Tue, 22nd Dec 2015",1435mm Standard gauge,Vix
6033,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 1st Feb 2016",1435mm Standard gauge,Vix
6034,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 29th Feb 2016",1435mm Standard gauge,Vix
6035,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 28th Mar 2016",1435mm Standard gauge,Vix
6036,E1-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Thu, 28th Apr 2016",1435mm Standard gauge,Vix
6037,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 30th May 2016",1435mm Standard gauge,Vix
6038,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 4th Jul 2016",1435mm Standard gauge,Vix
6039,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Thu, 4th Aug 2016",1435mm Standard gauge,Vix
6040,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 19th Aug 2016",1435mm Standard gauge,Vix
6041,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Wed, 7th Sep 2016",1435mm Standard gauge,Vix
6042,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 26th Sep 2016",1435mm Standard gauge,Vix
6043,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 31st Oct 2016",1435mm Standard gauge,Vix
6044,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 14th Nov 2016",1435mm Standard gauge,Vix
6045,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 5th Dec 2016",1435mm Standard gauge,Vix
6046,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Tue, 3rd Jan 2017",1435mm Standard gauge,Vix
6047,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Wed, 8th Feb 2017",1435mm Standard gauge,Vix
6048,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 24th Feb 2017",1435mm Standard gauge,Vix
6049,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 7th Apr 2017",1435mm Standard gauge,Vix
6050,E1-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 24th Apr 2017",1435mm Standard gauge,Vix
6051,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 13th Jun 2017",1435mm Standard gauge,Vix
6052,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Mon, 5th Jun 2017",1435mm Standard gauge,Vix
6053,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Fri, 14th Jul 2017",1435mm Standard gauge,Vix
6054,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Wed, 2nd Aug 2017",1435mm Standard gauge,Vix
6055,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Fri, 11th Aug 2017",1435mm Standard gauge,Vix
6056,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 4th Sep 2017",1435mm Standard gauge,Vix
6057,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 24th Oct 2017",1435mm Standard gauge,Vix
6058,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 6th Nov 2017",1435mm Standard gauge,Vix
6059,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Mon, 27th Nov 2017",1435mm Standard gauge,Vix
6060,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 1st Jan 2018",1435mm Standard gauge,Vix
6061,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 30th Jan 2018",1435mm Standard gauge,Vix
6062,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 16th Mar 2018",1435mm Standard gauge,Vix
6063,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 24th Apr 2018",1435mm Standard gauge,Vix
6064,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 7th May 2018",1435mm Standard gauge,Vix
6065,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Mon, 18th Jun 2018",1435mm Standard gauge,Vix
6066,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Tue, 3rd Jul 2018",1435mm Standard gauge,Vix
6067,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 7th Aug 2018",1435mm Standard gauge,Vix
6068,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 24th Aug 2018",1435mm Standard gauge,Vix
6069,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Sat, 15th Sep 2018",1435mm Standard gauge,Vix
6070,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Wed, 10th Oct 2018",1435mm Standard gauge,Vix
6071,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 20th Nov 2018",1435mm Standard gauge,Vix
6072,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 17th Dec 2018",1435mm Standard gauge,Vix
6073,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Mon, 21st Jan 2019",1435mm Standard gauge,Vix
6074,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 1st Mar 2019",1435mm Standard gauge,Vix
6075,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Sun, 14th Apr 2019",1435mm Standard gauge,Vix
6076,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Wed, 1st May 2019",1435mm Standard gauge,Vix
6077,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 21st May 2019",1435mm Standard gauge,Vix
6078,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Sat, 3rd Aug 2019",1435mm Standard gauge,Vix
6079,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Thu, 18th Jul 2019",1435mm Standard gauge,Vix
6080,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Wed, 9th Oct 2019",1435mm Standard gauge,Vix
6081,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 8th Nov 2019",1435mm Standard gauge,Vix
6082,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 16th Dec 2019",1435mm Standard gauge,Vix
6083,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Sat, 28th Dec 2019",1435mm Standard gauge,Vix
6084,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 31st Jan 2020",1435mm Standard gauge,Vix
6085,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Mon, 24th Feb 2020",1435mm Standard gauge,Vix
6086,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Wed, 8th Jul 2020",1435mm Standard gauge,Vix
6087,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 18th Aug 2020",1435mm Standard gauge,Vix
6088,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 14th Sep 2020",1435mm Standard gauge,Vix
6089,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 29th Sep 2020",1435mm Standard gauge,Vix
6090,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 2nd Nov 2020",1435mm Standard gauge,Vix
6091,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 22nd Dec 2020",1435mm Standard gauge,Vix
6092,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Mon, 1st Feb 2021",1435mm Standard gauge,Vix
6093,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Fri, 26th Feb 2021",1435mm Standard gauge,Vix
6094,E2-Class,Yarra Trams,Preston,PTV Green,In-Service,n/a,"Fri, 12th Mar 2021",1435mm Standard gauge,Vix
6095,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Fri, 30th Apr 2021",1435mm Standard gauge,Vix
6096,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Tue, 25th May 2021",1435mm Standard gauge,Vix
6097,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Fri, 25th Jun 2021",1435mm Standard gauge,Vix
6098,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Sat, 31st Jul 2021",1435mm Standard gauge,Vix
6099,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Mon, 23rd Aug 2021",1435mm Standard gauge,Vix
6100,E2-Class,Yarra Trams,Southbank,PTV Green,In-Service,n/a,"Fri, 1st Oct 2021",1435mm Standard gauge,Vix
